DOC_DATE_SCALED,DOC_ID_SCALED,AUCTION_ID_SCALED,BID_NAME_SCALED,ITEM_CAT,VENDOR_SCALED,WINNER,QUANTITY_SCALED,PRICE_SCALED
"y 27, 2022",sorted Food for Nutrition Services 2022 Annual Contract #22-07-3211,21,"Tomato, Paste, Canned",, The Masters Distribution Systems Company Hunts ,,100,51.12
"y 27, 2022",sorted Food for Nutrition Services 2022 Annual Contract #22-07-3211,22,"Vinegar, White Distilled",,Braun Beef Co. Inc. Clements ,,200,14.26
"y 27, 2022",sorted Food for Nutrition Services 2022 Annual Contract #22-07-3211,22,"Vinegar, White Distilled",, f Jake's Finer Foods Garden Club ,,200,14.7
"y 27, 2022",sorted Food for Nutrition Services 2022 Annual Contract #22-07-3211,22,"Vinegar, White Distilled",, The Masters Distribution Systems Company Garden Club ,,200,15.08
"y 27, 2022",sorted Food for Nutrition Services 2022 Annual Contract #22-07-3211,22,"Vinegar, White Distilled",, Labatt Food Service Garden Club ,,200,16.84
"y 27, 2022",sorted Food for Nutrition Services 2022 Annual Contract #22-07-3211,22,"Vinegar, White Distilled",, US Foods Monarch ,,200,16.97
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,1,"Chicken, Breaded Patty",,"Braun Beef Co., Inc. Gold Kist ",,"7,800",69.3
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,1,"Chicken, Breaded Patty",," Gold Creek Foods, LLC Gold Creek Foods ",,"7,800",24.4
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,1,"Chicken, Breaded Patty",," Gold Creek Foods, LLC Gold Creek Foods ",,"7,800",86.72
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,1,"Chicken, Breaded Patty",, Rich Chicks Rich Chicks ,,"7,800",77.49
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,1,"Chicken, Breaded Patty",," Tyson Prepared Foods, Inc. Tyson ",,"7,800",100.07
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,1,"Chicken, Breaded Patty",," Gold Creek Foods, LLC Gold Creek Foods ",,"7,800",127.68
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,1,"Chicken, Breaded Patty",, Rich Chicks Rich Chicks ,,"7,800",90.03
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,2,"Chicken, Breaded Patty, Breakfast",,"Tyson Prepared Foods, Inc. Tyson ",,"2,200",46.65
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,2,"Chicken, Breaded Patty, Breakfast",," a Gold Creek Foods, LLC Gold Creek Foods ",,"2,200",83.2
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,2,"Chicken, Breaded Patty, Breakfast",, Rich Chicks Rich Chicks ,,"2,200",77.49
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,2,"Chicken, Breaded Patty, Breakfast",," Gold Creek Foods, LLC Gold Creek Foods ",,"2,200",124.8
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,2,"Chicken, Breaded Patty, Breakfast",," Braun Beef Co., Inc. Gold Kist ",,"2,200",81.34
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,3,"Chicken, Breaded Patty, Hot and Spicy",,"Tyson Prepared Foods, Inc. Tyson ",,"7,100",72.54
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,3,"Chicken, Breaded Patty, Hot and Spicy",," a Gold Creek Foods, LLC Gold Creek Foods ",,"7,100",26.7
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,3,"Chicken, Breaded Patty, Hot and Spicy",," b Tyson Prepared Foods, Inc. Tyson ",,"7,100",79.3
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,3,"Chicken, Breaded Patty, Hot and Spicy",," a Gold Creek Foods, LLC Gold Creek Foods ",,"7,100",98.88
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,3,"Chicken, Breaded Patty, Hot and Spicy",, b Rich Chicks Rich Chicks ,,"7,100",78.28
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,3,"Chicken, Breaded Patty, Hot and Spicy",," b Braun Beef Co., Inc. Gold Kist ",,"7,100",123.97
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,3,"Chicken, Breaded Patty, Hot and Spicy",," c Gold Creek Foods, LLC Gold Creek Foods ",,"7,100",135.36
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,3,"Chicken, Breaded Patty, Hot and Spicy",, Rich Chicks Rich Chicks ,,"7,100",90.83
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,3,"Chicken, Breaded Patty, Hot and Spicy",, Rich Chicks Rich Chicks ,,"7,100",98.41
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,4,"Chicken, Breast Chunks",,"Braun Beef Co., Inc. Gold Kist ",,"7,400",77.32
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,4,"Chicken, Breast Chunks",," d Tyson Prepared Foods, Inc. Tyson ",,"7,400",94.74
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,4,"Chicken, Breast Chunks",," a Tyson Prepared Foods, Inc. Tyson ",,"7,400",100.32
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,4,"Chicken, Breast Chunks",," a Gold Creek Foods, LLC Gold Creek Foods ",,"7,400",40.1
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,4,"Chicken, Breast Chunks",," Gold Creek Foods, LLC Gold Creek Foods ",,"7,400",134.4
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,4,"Chicken, Breast Chunks",," Tyson Prepared Foods, Inc. Tyson ",,"7,400",139.46
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,4,"Chicken, Breast Chunks",, Rich Chicks Rich Chicks ,,"7,400",90.03
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,4,"Chicken, Breast Chunks",, Rich Chicks Rich Chicks ,,"7,400",97.61
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,4,"Chicken, Breast Chunks",, Rich Chicks Rich Chicks ,,"7,400",98.41
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,5,"Sausage, Patty",,BakeMark Smithfield ,,"5,000",28.65
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,5,"Sausage, Patty",," b Jennie-O Turkey Store Sales, LLC Jennie-O ",,"5,000",39.36
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,5,"Sausage, Patty",, c John Morrell & Company (John Morrell Armour by Smithfield ,,"5,000",30.1
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,5,"Sausage, Patty",, b Co/Smithfield Foods) ,,"5,000",28.5
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,5,"Sausage, Patty",," Tyson Prepared Foods, Inc. Tyson ",,"5,000",97.06
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,5,"Sausage, Patty",," Jennie-O Turkey Store Sales, LLC Jennie-O ",,"5,000",41.58
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,5,"Sausage, Patty",," ConAgra Foods, Inc. Odom's ",,"5,000",41.62
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,5,"Sausage, Patty",, Jones Dairy Jones Dairy Farm ,,"5,000",41.3
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,5,"Sausage, Patty",, Jones Dairy Jones Dairy Farm ,,"5,000",43.6
"y 27, 2022",icken and Sausage Products for Nutrition Services Annual Contract #22-07-3300,5,"Sausage, Patty",, Rich Chicks Rich Chicks ,,"5,000",116.44
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,1,"August Availability - Watermelon, 22 - 24 LBS each Pack Size 1 Count",,Farm to Table LLC product code ,,880,6
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,1,"August Availability - Watermelon, 22 - 24 LBS each Pack Size 1 Count",," a Brothers Produce, Inc ",,880,8
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,1,"August Availability - Watermelon, 22 - 24 LBS each Pack Size 1 Count",, a The Common Market Texas WATMR,,880,9.1
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,2,"September Availability - Peaches, Pack Size 25 Pound Case",,The Common Market Texas PEACH,,100,40
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,2,"September Availability - Peaches, Pack Size 25 Pound Case",," Brothers Produce, Inc ",,100,41
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,2,"September Availability - Peaches, Pack Size 25 Pound Case",, Farm to Table LLC product code ,,100,52
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,3,October Availability - Cucumbers Pack Size 55 Pound Case,,"Brothers Produce, Inc ",,100,18
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,3,October Availability - Cucumbers Pack Size 55 Pound Case,, a Farm to Table LLC product code ,,100,50
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,3,October Availability - Cucumbers Pack Size 55 Pound Case,, a The Common Market Texas CUCSLICE,,100,79
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,4,November Availability - Sweet Potatoes Pack Size 40 Pound Case,,"Brothers Produce, Inc ",,100,18
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,4,November Availability - Sweet Potatoes Pack Size 40 Pound Case,, a Farm to Table LLC product code ,,100,32
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,4,November Availability - Sweet Potatoes Pack Size 40 Pound Case,, a The Common Market Texas SWPT,,100,35
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,5,December Availability - Kale Pack Size 25 Pound Case,,"Brothers Produce, Inc ",,50,20
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,5,December Availability - Kale Pack Size 25 Pound Case,, a The Common Market Texas KALGR,,50,38
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,5,December Availability - Kale Pack Size 25 Pound Case,, Farm to Table LLC product code ,,50,40
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,6,December Availability - Romaine Lettuce Pack Size 24 Pound Case,,"Brothers Produce, Inc ",,50,26
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,6,December Availability - Romaine Lettuce Pack Size 24 Pound Case,, a The Common Market Texas LETRO,,50,31
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,6,December Availability - Romaine Lettuce Pack Size 24 Pound Case,, Farm to Table LLC product code ,,50,36
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,7,December Availability - Spinach Pack Size 24 Pound Case,,"Brothers Produce, Inc ",,50,22
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,7,December Availability - Spinach Pack Size 24 Pound Case,, a The Common Market Texas SPIN,,50,31
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,7,December Availability - Spinach Pack Size 24 Pound Case,, Farm to Table LLC product code ,,50,120
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,8,December Availability - Whole Head Leafy Greens - Pack Size 24 Pound Case,,"Brothers Produce, Inc ",,50,24
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,8,December Availability - Whole Head Leafy Greens - Pack Size 24 Pound Case,, a Farm to Table LLC product code ,,50,32
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,8,December Availability - Whole Head Leafy Greens - Pack Size 24 Pound Case,, a The Common Market Texas LEAFGR,,50,34.3
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,9,January Availability - Broccoli Crowns Pack Size 23 Pound Case,,"Brothers Produce, Inc ",,100,20
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,9,January Availability - Broccoli Crowns Pack Size 23 Pound Case,, a Farm to Table LLC product code ,,100,30
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,9,January Availability - Broccoli Crowns Pack Size 23 Pound Case,, a The Common Market Texas BROCC,,100,38
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,10,January Availability - Cauiliflower White Pack Size 25 Pound Case,,"Brothers Produce, Inc ",,100,22
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,10,January Availability - Cauiliflower White Pack Size 25 Pound Case,, a Farm to Table LLC product code ,,100,36
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,10,January Availability - Cauiliflower White Pack Size 25 Pound Case,, a The Common Market Texas CAULI,,100,45
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,11,January Availability - Cauiliflower Romanesco Pack Size 24 Pound Case,,Farm to Table LLC product code ,,100,36
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,11,January Availability - Cauiliflower Romanesco Pack Size 24 Pound Case,, a The Common Market Texas CAURO,,100,46
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,12,February Availability - Carrots Pack Size 25 Pound Case,,"Brothers Produce, Inc ",,100,17.26
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,12,February Availability - Carrots Pack Size 25 Pound Case,, a Farm to Table LLC product code ,,100,40
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,12,February Availability - Carrots Pack Size 25 Pound Case,, a The Common Market Texas CARR,,100,48
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,13,February Availability - Carrots Rainbow Pack Size 25 Pound Case,,The Common Market Texas CARRRB,,100,48
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,13,February Availability - Carrots Rainbow Pack Size 25 Pound Case,, Farm to Table LLC product code ,,100,60
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,14,February Availability - Parsnips Pack Size 25 Pund Case,,The Common Market Texas PAR,,100,30
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,14,February Availability - Parsnips Pack Size 25 Pund Case,," Brothers Produce, Inc ",,100,40
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,14,February Availability - Parsnips Pack Size 25 Pund Case,, Farm to Table LLC product code ,,100,48
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,15,February Availability - Radishes Pack Size 25 Pound Case,,"Brothers Produce, Inc ",,50,26.75
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,15,February Availability - Radishes Pack Size 25 Pound Case,, a The Common Market Texas RADR,,50,39
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,15,February Availability - Radishes Pack Size 25 Pound Case,, Farm to Table LLC product code ,,50,48
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,16,February Availability - Turnips Pack Size 25 Pound Case,,The Common Market Texas TURN,,50,36
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,16,February Availability - Turnips Pack Size 25 Pound Case,," Brothers Produce, Inc ",,50,40
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,16,February Availability - Turnips Pack Size 25 Pound Case,, Farm to Table LLC product code ,,50,48
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,17,March Availability - Cabbage Pack Size 40 Pound Case,,"Brothers Produce, Inc ",,50,17.35
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,17,March Availability - Cabbage Pack Size 40 Pound Case,, a Farm to Table LLC product code ,,50,30
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,17,March Availability - Cabbage Pack Size 40 Pound Case,, a The Common Market Texas CABBG,,50,32.5
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,18,March Availability - Grapefruit Pack Size 24 Pound Case,,The Common Market Texas GRAPEF,,100,40.3
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,18,March Availability - Grapefruit Pack Size 24 Pound Case,," Brothers Produce, Inc ",,100,40.5
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,18,March Availability - Grapefruit Pack Size 24 Pound Case,, Farm to Table LLC product code ,,100,52
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,19,March Availability - Oranges Pack Size 24 Pound Case,,"Brothers Produce, Inc ",,100,29
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,19,March Availability - Oranges Pack Size 24 Pound Case,, a The Common Market Texas ORA,,100,39
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,19,March Availability - Oranges Pack Size 24 Pound Case,, Farm to Table LLC product code ,,100,52
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,20,April Availability - Strawberries Pack Size 12 Pound Case,,The Common Market Texas STR,,100,40
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,20,April Availability - Strawberries Pack Size 12 Pound Case,," Brothers Produce, Inc ",,100,30
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,20,April Availability - Strawberries Pack Size 12 Pound Case,, Farm to Table LLC product code ,,100,40
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,21,April Availability - Tomatoes Pack Size 25 Pound Case,,"Brothers Produce, Inc ",,100,22
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,21,April Availability - Tomatoes Pack Size 25 Pound Case,, a Farm to Table LLC product code ,,100,36
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,21,April Availability - Tomatoes Pack Size 25 Pound Case,, a The Common Market Texas TOM,,100,50
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,22,May Availability - Corn Sweet on cob Pack Size 42 Pound Case,,"Brothers Produce, Inc ",,50,22
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,22,May Availability - Corn Sweet on cob Pack Size 42 Pound Case,, a The Common Market Texas CORNS,,50,34
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,22,May Availability - Corn Sweet on cob Pack Size 42 Pound Case,, Farm to Table LLC product code ,,50,52
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,23,May Availability - Green Beans Pack Size 22 Pound Carton,,"Brothers Produce, Inc ",,100,33
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,23,May Availability - Green Beans Pack Size 22 Pound Carton,, a The Common Market Texas GRBN,,100,42
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,23,May Availability - Green Beans Pack Size 22 Pound Carton,, Farm to Table LLC product code ,,100,44
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,24,"Year Round Availability - Tomatoes, Grape, Mixed red and Gold Bulk Pack Size 25 LBS",,The Common Market Texas TOMGM,,625,50
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,24,"Year Round Availability - Tomatoes, Grape, Mixed red and Gold Bulk Pack Size 25 LBS",, Farm to Table LLC product code ,,625,72
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,25,Opportunity Buys - Local Fresh Fruits,,The Common Market Texas WATERM,,625,9.1
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,25,Opportunity Buys - Local Fresh Fruits,, The Common Market Texas HONEYD,,625,28
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,25,Opportunity Buys - Local Fresh Fruits,, Farm to Table LLC ,,625,45
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,25,Opportunity Buys - Local Fresh Fruits,, a The Common Market Texas PLUM,,625,50.4
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,26,Opportunity Buys - Local Fresh Vegetables,,The Common Market Texas BEETR,,625,25
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,26,Opportunity Buys - Local Fresh Vegetables,, The Common Market Texas SWTPOT,,625,35
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,26,Opportunity Buys - Local Fresh Vegetables,, The Common Market Texas CEL,,625,35.7
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,26,Opportunity Buys - Local Fresh Vegetables,, The Common Market Texas KALGR,,625,40
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,26,Opportunity Buys - Local Fresh Vegetables,, The Common Market Texas ONI,,625,45.9
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,27,Opportunity Buys - Local Fresh Agricultural Products other than Fruits and Vegetables,,The Common Market Texas GRNBRN,,625,25.3
"y 27, 2022",rm to School Produce for Nutrition Services Contract #22-07-3425,27,Opportunity Buys - Local Fresh Agricultural Products other than Fruits and Vegetables,, The Common Market Texas GRNWHT,,625,28.65
"y 27, 2022",nanas for Nutrition Services Contract #22-07-3541,1,"26061 - Bananas, STAGE 3, Premium #1, 120 Count 40 LBS Case",,Latin Specialties LLC ,,1000,18.65
"y 27, 2022",nanas for Nutrition Services Contract #22-07-3541,1,"26061 - Bananas, STAGE 3, Premium #1, 120 Count 40 LBS Case",," Brothers Produce, Inc ",,1000,23.5
"y 27, 2022",nanas for Nutrition Services Contract #22-07-3541,2,"Bananas, STAGE 4-5, Premium #1, 120 Count 40 LBS Case",,Latin Specialties LLC ,,10000,18.65
"y 27, 2022",nanas for Nutrition Services Contract #22-07-3541,2,"Bananas, STAGE 4-5, Premium #1, 120 Count 40 LBS Case",," Brothers Produce, Inc ",,10000,23.5
"y 27, 2022",nanas for Nutrition Services Contract #22-07-3541,3,"Bananas, STAGE 7, Premium #1, 120 Count 40 LBS Case",,Latin Specialties LLC ,,10000,18.65
"y 27, 2022",nanas for Nutrition Services Contract #22-07-3541,3,"Bananas, STAGE 7, Premium #1, 120 Count 40 LBS Case",," Brothers Produce, Inc ",,10000,23.5
"y 27, 2022",mato Products for Nutrition Services Annual Contract #22-07-3551,5,"Tomato, Diced, Canned - Domestic",,"Red Gold, LLC (Calfed Financial Corporation) Red Gold REDBQ",,100,29.82
"y 27, 2022",mato Products for Nutrition Services Annual Contract #22-07-3551,5,"Tomato, Diced, Canned - Domestic",, US Foods Angela Mia ,,100,32.67
"y 27, 2022",mato Products for Nutrition Services Annual Contract #22-07-3551,9,"Tomato, Paste, Canned - Domestic",,"Red Gold, LLC (Calfed Financial Corporation) Red Gold REDUA",,200,44.38
"y 27, 2022",mato Products for Nutrition Services Annual Contract #22-07-3551,9,"Tomato, Paste, Canned - Domestic",," Red Gold, LLC (Calfed Financial Corporation) Redpack RPKUA",,200,44.5
"y 27, 2022",mato Products for Nutrition Services Annual Contract #22-07-3551,9,"Tomato, Paste, Canned - Domestic",, US Foods Hunt ,,200,51.37
"y 27, 2022",mato Products for Nutrition Services Annual Contract #22-07-3551,11,"Tomato, Sauce, Canned - Domestic",,"Red Gold, LLC (Calfed Financial Corporation) Vine Ripe VINHM",,500,28.21
"y 27, 2022",mato Products for Nutrition Services Annual Contract #22-07-3551,11,"Tomato, Sauce, Canned - Domestic",, US Foods Hunt ,,500,38.31
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,1,"Bar, Chocolate Crunch - 2.75oz",,Southern Ice Cream Hersheys's ,,500,17.22
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,1,"Bar, Chocolate Crunch - 2.75oz",, Southern Ice Cream Rich's ,,500,13.99
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,2,"Bar, Chocolate Fudge - 2oz",,Southern Ice Cream Hersheys's ,,"1,000",15.43
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,3,"Bar, Cotton Candy - 2.5oz",,Southern Ice Cream Rich's ,,"6,000",15.2
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,4,"Bar, Fruit Juice, Fruit Punch - 2.25oz",,Southern Ice Cream Hershey's ,,"6,000",15.43
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,5,"Bar, Fruit Juice, Sour Apple - 2.25oz",,Southern Ice Cream Hershey's ,,"1,000",15.43
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,5,"Bar, Fruit Juice, Sour Apple - 2.25oz",, Southern Ice Cream Rich's Blue Raspberry ,,"1,000",10.5
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,5,"Bar, Fruit Juice, Sour Apple - 2.25oz",, Southern Ice Cream Rich's Sour Cherry ,,"1,000",10.5
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,6,"Bar, Orange Blossom - 2.5oz",,Southern Ice Cream Hershey's ,,500,15.43
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,6,"Bar, Orange Blossom - 2.5oz",, Southern Ice Cream Rich's ,,500,10.5
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,7,"Bar, Salted Caramel Brownie - 2.75oz",,Southern Ice Cream Hershey's ,,"1,000",17.22
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,8,"Bar, Strawberry Crunch - 2.75oz",,Southern Ice Cream Hershey's ,,500,17.22
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,9,"Cone, Caramel Mochaccino",,Southern Ice Cream Hershey's ,,500,18.75
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,10,"Cone, Chocolate and Vanilla Twist",,Southern Ice Cream Hershey's ,,900,18.75
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,11,"Cone, Cookies & Cream",,Southern Ice Cream Hershey's ,,"2,000",18.75
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,13,"Cup, Fruit Juice, Flavored - 4.4oz",,Apfoodsales Lindy's Froot Juice ,,"1,000",27
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,13,"Cup, Fruit Juice, Flavored - 4.4oz",, b Southern Ice Cream Hershey's ,,"1,000",43.95
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,14,"Cup, Ice Cream, Chocolate - 3oz",,Southern Ice Cream Hershey's ,,"2,500",18.8
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,15,"Cup, Ice Cream, Sundae - 3oz",,Southern Ice Cream Hershey's ,,500,18.8
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,16,"Cup, Ice Cream, Vanilla - 3oz",,Southern Ice Cream Hershey's ,,"2,500",18.8
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,17,"Sandwich, Ice Cream, Brownie Batter - 4oz",,Southern Ice Cream Hershey's ,,"1,700",16.9
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,18,"Sandwich, Ice Cream, Cookies and Cream - 4oz",,Southern Ice Cream Hershey's ,,"1,000",16.9
"y 27, 2022",e Cream for Nutrition Services Annual Contract #22-07-3570,19,"Sandwich, Ice Cream, Cupcake - 4oz",,Southern Ice Cream Hershey's ,,"1,000",16.9
