Sales Code,Item No.,Mfg. Item No.,Brand,Description,Pack Size,Selling Price,Fee for Service,Category,Starting Date,Ending Date,Bid No.,Bid Line No.,Velocity,Price per Serving
COOP181,400184,76468,BASIC AMERICAN,POTATO PEARLS DEHY MASHED,12/28OZ,64.04,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,48,B,1.884
COOP181,400580,73720,BUENA VISTA,TURKEY COOKIE IW,150/1OZ,58.85,0.00,HLDY CKY,07/01/23,06/30/24,09-22-23-FN,471,D,0.392
COOP181,400722,QCB475,DON LEE FARMS,CLASSIC CHEESEBURGER IW,75/4.2OZ,113.33,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,109,B,1.511
COOP181,400732,QSC328P,DON LEE FARMS,PNIC SAUS & CHS SNDWCH IW,144/2.37OZ,130.39,0.00,BREAKFAST,07/01/23,06/30/24,09-22-23-FN,101,C,0.905
COOP181,400784,77387-12615,THE MAX,PIZZA STUFFED CRUST PEPP WG,72/5.75OZ,73.43,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,329,C,1.02
COOP181,400786,77387-12616,THE MAX,PIZZA WEDGE CHS STUF CRST,72/5OZ,70.83,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,330,C,0.984
COOP181,400840,33212,FERNANDOS,BURRITO BEAN & CHEESE WG IW,96/4.5OZ,108.53,0.00,BURRITOS,07/01/23,06/30/24,09-22-23-FN,115,B,1.131
COOP181,400862,1230,GOLD KIST,FC DICED CHICKEN,30LB,141.80,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,130,B,0.806
COOP181,400910,C78000B,INTEGRATED,CMDY KETTLE CKD TACO MEAT,8/5LB,68.00,18.08,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,144,W,0.319
COOP181,400916,104000,INTEGRATED,W/G GRILLED CHS SANDWICH IW,72/3.69OZ,74.61,0.00,SANDWICHES,07/01/23,06/30/24,09-22-23-FN,151,B,1.036
COOP181,400946,C45019,INTEGRATED,CMDY BEEF TACO STICK IW,50/4.6OZ,36.60,9.73,HISPANIC,07/01/23,06/30/24,09-22-23-FN,155,A,0.732
COOP181,400952,C47107,INTEGRATED,CMDY AMERICAN BRGR W CHS IW,50/4.6OZ,46.00,12.23,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,148,C,0.92
COOP181,400960,C99018,INTEGRATED,CMDY BF SAUS BRKFST SNDWCH IW,100/3.1OZ,62.00,16.49,SANDWICHES,07/01/23,06/30/24,09-22-23-FN,149,C,0.62
COOP181,400964,209503,JENNIE O,TURKEY COMBO PACK SLC,12/1LB,54.67,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,173,W,0.582
COOP181,400966,209903,JENNIE O,TURKEY BREAST SLC OR,12/1LB,61.05,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,172,B,0.636
COOP181,400974,256503,JENNIE O,TURKEY HAM SLICED,12/1LB,60.29,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,176,B,0.641
COOP181,400978,271106,JENNIE O,TURKEY BACON SLC FC,12/.625LB,123.21,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,162,B,0.205
COOP181,400980,284028,JENNIE O,PRECKD TURKEY TACO MEAT,4/7LB,116.95,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,160,C,0.78
COOP181,400984,284728,JENNIE O,PRE-CKD SHRED TURKEY & GRAVY,4/7LB,121.91,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,175,B,1.088
COOP181,400992,285428,JENNIE O,PRE-COOKED TURKEY CHILI,4/7LB,104.54,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,161,C,1.175
COOP181,401000,613203,JENNIE O,PATTY TURKEY SAUSAGE FC,160/1.02OZ,55.52,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,167,B,0.347
COOP181,401006,614003,JENNIE O,SAUSAGE LINK TURKEY FC,160/1.02OZ,56.55,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,170,C,0.353
COOP181,401016,813030,JENNIE O,TURKEY HAM SLICING LOG,3/10LB,136.69,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,158,D,0.86
COOP181,401074,CP5590,JTM,BF/ SPAGHETTI SAUCE/PASTA,6/5LB,107.36,0.00,ITALIAN,07/01/23,06/30/24,09-22-23-FN,188,B,1.678
COOP181,401076,CP5591,JTM,ROTINI W/ MEAT SAUCE WG,6/5LB,107.96,0.00,ITALIAN,07/01/23,06/30/24,09-22-23-FN,189,B,1.687
COOP181,401100,CP579,JTM,RF BEEF CHILI W/ BEANS,6/5LB,92.35,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,187,C,1.126
COOP181,401140,41698,LAND O LAKES,SHRED MOZZARELLA CHEESE,4/5# PCH,64.86,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,206,B,0.811
COOP181,401146,41749,LAND O LAKES,SHRED MILD CHEDDAR CHSE,4/5# PCH,65.83,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,220,A,0.206
COOP181,401154,43284,LAND O LAKES,RF PREPARED MAC & CHSE,6/5# PCH,79.16,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,217,B,0.99
COOP181,401166,46253,LAND O LAKES,RF 160 SL AMERICAN CHEESE,6/5#-160CT,83.17,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,210,B,0.173
COOP181,401168,46255,LAND O LAKES,160 SL AMERICAN CHEESE YELLOW,6/5#-160CT,89.54,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,216,A,0.187
COOP181,401172,59701,LAND O LAKES,STRING CHEESE IW,168/1OZ,43.81,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,221,A,0.261
COOP181,401174,59703,LAND O LAKES,LITE MOZZ STRING CHEESE IW,168/1OZ,44.55,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,211,A,0.265
COOP181,401206,OIF00055A,MCCAIN FOODS INC,1/2 CRINKLE CUT OVEN READY,6/5LB,41.57,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,234,B,0.22
COOP181,401214,OIF00215A,MCCAIN FOODS INC,POTATO TATOR TOTS,6/5LB,46.35,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,235,A,0.279
COOP181,401218,MCX03620,MCCAIN FOODS INC,SEASONED THIN CUT FRIES 5/16,6/5LB,47.50,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,232,D,0.297
100145,401220,MCL03623,MCCAIN FOODS INC,SEASONED CROSS TRAX FRIES,6/4.5LB,47.74,0.00,POTATOES,09/07/23,06/30/24,,,B,0.332
COOP181,401224,MCX03626,MCCAIN FOODS INC,SEASONED 8 CUT WEDGE FRIES,6/5LB,46.12,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,236,B,0.288
COOP181,401228,MCF03761,MCCAIN FOODS INC,OVATIONS 3/8 CRINKLE CUT FRY,6/5LB,48.21,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,231,B,0.301
COOP181,401246,OIF03456,MCCAIN FOODS INC,SMILES SHAPED POTATOES,6/4LB,62.64,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,233,C,0.489
COOP181,401252,MCF03725,MCCAIN FOODS INC,HARVEST SWEET POTATO FRY,6/2.5LB,41.25,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,223,D,0.516
COOP181,401258,MCL03622,MCCAIN FOODS INC,SPICY SKIN ON SPIRALS,6/4LB,42.83,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,227,C,0.335
COOP181,401264,OIF00024A,MCCAIN FOODS INC,COUNTRY 8 CUT POTATOE WEDGES,6/5LB,48.09,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,226,C,0.301
COOP181,401372,10000013716,ADVANCE PIERRE,RIBBQ BEEF HONEY BBQ GRLD,100/3.25OZ,83.15,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,11,B,0.832
COOP181,401406,10000029467,ADVANCE PIERRE,PATTY PORK SAUSAGE,250/1.2OZ,83.44,0.00,PROC PORK,07/01/23,06/30/24,09-22-23-FN,10,B,0.334
COOP181,401410,10000096170,ADVANCE PIERRE,STEAK BEEF FLAMEBROILED C&F,100/3OZ,133.71,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,12,B,1.337
COOP181,401418,10000097370,ADVANCE PIERRE,CRUMBLES BEEF,8/5LB,186.52,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,7,C,0.729
COOP181,401444,REDY59G,RED GOLD,KETCHUP PACKETS,1000/9GR,29.87,0.00,CONDIMENTS,07/01/23,06/30/24,09-22-23-FN,275,B,0.03
COOP181,401454,RPKMA9C,RED GOLD,SPAGHETTI SAUCE,6/#10,48.58,0.00,CNND GOODS,07/01/23,06/30/24,09-22-23-FN,274,C,0.337
COOP181,401456,RPKNA99,RED GOLD,MARINARA SAUCE,6/#10,51.21,0.00,CNND GOODS,07/01/23,06/30/24,09-22-23-FN,278,C,0.356
COOP181,401466,65220,RICHS,51% MOZZ STIX BFY BREADED WG,8/3LB,93.15,0.00,ITALIAN,07/01/23,06/30/24,09-22-23-FN,290,D,0.685
COOP181,401508,SST10WC,ROSE & SHORE,TURKEY HAM & CHS FR ROLL IW,48/4.5OZ,82.87,0.00,SANDWICHES,07/01/23,06/30/24,09-22-23-FN,299,C,1.726
COOP181,401514,TDC248WC,ROSE & SHORE,TURKEY DELI/CHS FRCH ROL IW,48/4.7OZ,93.88,0.00,SANDWICHES,07/01/23,06/30/24,09-22-23-FN,303,B,1.956
COOP181,401528,W31100,ROSE & SHORE,QUESADILLA CHS WG IW,48/4.3OZ,58.57,0.00,HISPANIC,07/01/23,06/30/24,09-22-23-FN,301,B,1.22
COOP181,401532,780,ROSE & SHORE,TURKEY ROAST DICED W/ GRAVY,4/5LB,135.17,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,296,D,1.69
COOP181,401586,10035220928,TYSON,CHICKEN FAJITA,6/5LB,147.29,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,371,B,0.861
COOP181,401614,10057780928,TYSON,PATTY BRD CHICKEN CN WG,200/1.6OZ,67.39,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,365,C,0.337
COOP181,401626,10021540928,TYSON,PATTY CHIX WHOLE GRAIN,150/3.29OZ,94.36,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,367,B,0.629
COOP181,401741,286228,JENNIE O,FC SHRED WHT TKY&GRAVY,4/7LB,121.20,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,159,D,1.133
COOP105,401764,REDNA1Z,RED GOLD,MARINARA DUNK CUPS,250/1OZ,36.08,0.00,SAUCES,07/01/23,06/30/24,2022-23-03-CN,71,C,0.144
COOP181,401793,C32300B-NF,INTEGRATED,CMDY TRIPLE BRGR NO FOILS BLK,90/3OZ,44.00,11.70,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,150,C,0.489
COOP181,401797,GB1040,GARDEN BANNER,MAYONNAISE LITE,4/1GL,53.50,0.00,CONDIMENTS,07/01/23,06/30/24,09-22-23-FN,125,C,13.375
COOP181,401801,GB2140,GARDEN BANNER,LITE RANCH DRESSING,4/1GL,49.42,0.00,DRESSING,07/01/23,06/30/24,09-22-23-FN,126,C,12.355
COOP181,401819,952000,INTEGRATED,LOW SODIUM RF CHILI CHS DOG IW,72/4.5OZ,93.15,0.00,HOT DOGS,07/01/23,06/30/24,09-22-23-FN,146,C,1.294
COOP181,401873,209612,JENNIE O,TURKEY ITALIAN COMBO SLC,12/1LB,61.35,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,171,C,0.959
COOP181,401876,00801WG,TASTY BRANDS,LASAGNA CHEESE ROLL UP WG,110/4.30OZ,110.48,0.00,ITALIAN,07/01/23,06/30/24,09-22-23-FN,319,B,1.004
COOP181,401923,43277,LAND O LAKES,MAC & CHEESE W/ RF WG,6/5LB,83.10,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,205,B,1.039
COOP181,401942,MCX03621,MCCAIN FOODS INC,SEASONED STRAIGHT CUT FRY 3/8,6/5LB,46.43,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,222,C,0.238
COOP181,401960,65225,RICHS,PIZZA CHEESE CRUNCHER WW,8/3.125LB,94.92,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,291,B,1.318
COOP181,401972,12228,MUFFIN TOWN,SUNFLWR BUTTER & GRP JLY SNDW,96/2.8OZ,87.07,0.00,SANDWICHES,07/01/23,06/30/24,09-22-23-FN,756,B,0.907
COOP181,401980,72001,ASIAN FOOD SOLUTIONS,CHICKEN TANGERINE WG,6/7.15LB,212.35,0.00,ASIAN,07/01/23,06/30/24,09-22-23-FN,42,W,1.207
COOP181,402004,44238,LAND O LAKES,PEPPER JACK CHS SLICES,8/1.5LB,54.48,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,208,C,2.27
COOP181,402027,C46007,INTEGRATED,CMDY BBQ RIB SANDWICH IW,75/4.36OZ,65.70,17.47,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,147,B,0.876
COOP181,402069,826051,INTEGRATED,BEEF CHALUPA IW,72/3.11OZ,99.86,0.00,HISPANIC,07/01/23,06/30/24,09-22-23-FN,141,C,1.387
COOP181,402071,827051,INTEGRATED,BEAN & CHEESE CHALUPA IW,72/3.82OZ,103.66,0.00,HISPANIC,07/01/23,06/30/24,09-22-23-FN,145,C,1.44
COOP181,402076,C47220,INTEGRATED,CMDY CHEESEBURGER SLIDERS IW,75/4.35OZ,66.50,17.68,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,153,B,0.887
COOP181,402085,REDYL9G,RED GOLD,KETCHUP TOMATO W/SUGAR LS,1000/9GR,32.93,0.00,CONDIMENTS,07/01/23,06/30/24,09-22-23-FN,276,B,0.033
COOP181,402088,CNQ11400W,DON LEE FARMS,CHRBROILED BF STEAK BURGR,60/4OZ,125.34,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,106,C,2.089
COOP181,402097,CNQ71303PW,DON LEE FARMS,PNCK & PRK SAUSGE STCK IW,160/2.7OZ,119.34,0.00,BREAKFAST,07/01/23,06/30/24,09-22-23-FN,97,C,0.746
COOP181,402111,790,ROSE & SHORE,PORK SHREDDED CARNITAS,4/10LB,208.95,0.00,PROC PORK,07/01/23,06/30/24,09-22-23-FN,295,B,0.752
COOP181,402116,5705,JTM,CHEDDAR CHEESE SAUCE,6/5LB,100.86,0.00,SAUCES,07/01/23,06/30/24,09-22-23-FN,177,C,0.383
COOP181,402127,73338,BEACON STREET,51% CHEESE STUFFED STICKS WG,200/2.1OZ,75.77,0.00,FRZN BREAD,07/01/23,06/30/24,09-22-23-FN,49,B,0.379
COOP181,402134,78364,TONY'S,51% 4 PZA ROUND GALAXY CHS WG,72/4.55OZ,65.28,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,343,C,0.907
COOP181,402135,78365,TONY'S,51% 4 PZZA RND GALAXY PEPP WG,72/4.55OZ,66.67,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,345,C,0.926
COOP181,403177,78697,TONY'S,4x6 PIZZA SMART 100% CHEESE WG,96/4.5OZ,65.44,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,340,C,0.682
COOP181,403216,63912,TONY'S,PIZZA SAUS BRKFST PIZZA B WG,128/3.31OZ,59.64,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,344,B,0.466
COOP181,403225,03439,RICHS,DOUGH CINNAMON ROLL,120/2.25OZ,43.19,0.00,BAKERY,07/01/23,06/30/24,09-22-23-FN,282,D,0.36
COOP181,403232,78366,TONY'S,51% 4RND PZA GALAXY CHS WG IW,72/4.56OZ,69.71,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,348,A,0.968
COOP181,403233,78367,TONY'S,51% 4RND PZA GALAXY PEP WG IW,72/4.56OZ,69.05,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,347,A,0.959
COOP181,403258,07816,RICHS,ULTIMATE BRKFST ROUND CINN,140/2.5OZ,63.20,0.00,BREAKFAST,07/01/23,06/30/24,09-22-23-FN,283,C,0.451
COOP181,403284,08733,RICHS,ULTIMATE BRKFST ROUND CINN IW,126/2.2OZ,69.63,0.00,BREAKFAST,07/01/23,06/30/24,09-22-23-FN,289,B,0.553
COOP181,403338,CNQ252253,DON LEE FARMS,PATTY MESQUITE BEEF,240/2.25OZ,215.57,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,108,W,0.898
COOP181,403340,CNQ28053VS,DON LEE FARMS,BEEF MEATBALLS FC,960/.50OZ,170.68,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,94,C,0.711
COOP181,403344,CNQ633803,DON LEE FARMS,PATTY CHICKEN FRIED BEEF,130/3.8OZ,167.28,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,104,W,1.287
COOP181,403349,CNQTD0753,DON LEE FARMS,BF TERIYAKI SLAM DUNKERS,160/3OZ,182.82,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,98,C,1.143
COOP181,403350,CNQ163003,DON LEE FARMS,BEEF 100% STEAK BURGER,180/3.0OZ,252.04,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,111,B,1.4
COOP181,403394,10000013740,ADVANCE PIERRE,BEEF DIPPER W/ TERIYAKI,571/.7OZ,164.57,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,13,C,1.159
COOP181,403406,97576,MCI FOODS/LOS CABOS,BURR BEAN CHEESE LS WG IW,96/5.20OZ,87.53,0.00,BURRITOS,07/01/23,06/30/24,09-22-23-FN,248,A,0.912
COOP181,403419,71662,MCI FOODS/LOS CABOS,BURRITO XTREME BN CHS WG IW,96/5.20OZ,88.74,0.00,BURRITOS,07/01/23,06/30/24,09-22-23-FN,244,B,0.924
COOP181,403436,QCB655,DON LEE FARMS,CHEESEBURGER SLIDERS WG IW,72/4.550Z,129.55,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,110,A,1.799
COOP181,403439,44113,LAND O LAKES,RF CHEDDAR CHEESE CUBES,200/1OZ,73.83,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,215,C,0.369
COOP181,403441,10197770328,TYSON,MEATBALL CHICKEN FC,2/5LB,48.54,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,369,C,0.916
COOP181,403467,QCB455,DON LEE FARMS,CHEESEBURGER SLIDERS WG IW,72/4.55OZ,130.00,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,107,B,1.806
COOP181,403542,CNQ15401,DON LEE FARMS,UNSEASONED ALL BEEF CRUMBLE,4/10LB,328.05,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,93,C,1.025
COOP181,403544,10703340928,TYSON,WG CN CRISPY TENDERS,4/7.965LB,92.93,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,377,B,0.62
COOP181,403565,72671,TONY'S,6 51% WG FB CHS PIZZA BULK,60/5.5OZ,62.73,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,339,C,1.046
COOP181,403566,72672,TONY'S,6 51% WG FB PEPP PIZZA BULK,60/5.4OZ,58.19,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,338,C,0.97
COOP181,403572,CNQ162253,DON LEE FARMS,100% BEEF STEAK BURGER,240/2.25OZ,254.71,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,105,B,1.061
COOP181,403630,8-52724-15551-7,YANGS,CHIC 100% SWT & SOUR WG,1/43.5LB,188.77,0.00,ASIAN,07/01/23,06/30/24,09-22-23-FN,390,C,0.983
COOP181,403631,8-52724-15552-4,YANGS,CHIC 100% MANDARIN ORNG WG,1/43.5LB,188.77,0.00,ASIAN,07/01/23,06/30/24,09-22-23-FN,397,A,0.983
COOP181,403632,8-52724-15554-8,YANGS,CHICKEN 100% BBQ TRYKI,1/42LB,179.14,0.00,ASIAN,07/01/23,06/30/24,09-22-23-FN,396,A,0.746
COOP181,403633,8-52724-15556-2,YANGS,CHICKEN SPICY SICHUAN,1/42LB,179.14,0.00,ASIAN,07/01/23,06/30/24,09-22-23-FN,392,D,0.746
COOP181,403634,8-52724-15557-9,YANGS,CHICKEN EDAMAME KUNG PAO,1/43.5LB,198.21,0.00,ASIAN,07/01/23,06/30/24,09-22-23-FN,393,C,1.089
COOP181,403651,39911,LAND O LAKES,ULT CHEDDAR CHS DIP CUPS,140/3OZ,98.87,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,218,B,0.706
COOP181,403652,39912,LAND O LAKES,MUCHO QUESO JALP CHS CUPS,140/3OZ,98.87,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,213,C,0.706
COOP181,403669,7516,GOLD KIST,WG BRD CHIX BRST FILLET,120/4OZ,170.11,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,134,B,1.418
COOP181,403671,7518,GOLD KIST,BITES CHIC BRD W/M FC WG,128/3.75OZ,143.23,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,132,B,1.119
COOP181,403681,665400,GOLD KIST,PATTY CHC HOMESTYLE BRD WG,156/3.05OZ,99.43,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,133,B,0.637
COOP181,403682,10703120928,TYSON,PORT H&S BRD CHX FILLT WG,4/7.72LB,138.62,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,358,A,1.05
COOP181,403683,10703020928,TYSON,WG CRISPY BRD CHX FILET,4/7.735LB,134.81,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,373,B,1.021
COOP181,403691,CP5250,JTM,RF BEEF TACO FILLING,6/5LB,123.64,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,182,C,20.607
COOP181,403692,615300,GOLD KIST,CHIC NUG HMSTLE BRD FC WG,156/3.04OZ,100.19,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,128,B,0.642
COOP181,403701,1000000496,MCCAIN FOODS INC,POTATO WEDGE SEASONED,6/5LB,56.00,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,237,B,0
COOP181,403718,78948,TONY ROBERTS,6 WG FR BRD PEP PIZZA BULK,60/ 5.20OZ,73.83,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,333,D,1.231
COOP181,403763,230324,JENNIE O,PRE SLICED BROWNED TRKY STEAK,4/6.17LB,157.74,0.00,PROC TKY,07/01/23,06/30/24,09-22-23-FN,168,C,1.127
COOP181,403766,52223,TASTY BRANDS,WG MINI CHS PEPP PIZZA BAGEL,384/1.17OZ,110.45,0.00,BAGELS,07/01/23,06/30/24,09-22-23-FN,317,D,1.151
COOP181,403777,5722,JTM,SAUCE ALFREDO RF,6/5LB,89.77,0.00,SAUCES,07/01/23,06/30/24,09-22-23-FN,180,C,0.343
COOP181,403780,43274,LAND O LAKES,RF RS MAC & CHEESE WG,6/5LB,84.42,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,204,B,1.407
COOP181,403783,78637,BIG DADDY'S,PRIMO 16 WG 4 CHEESE PIZZA,9/41.5OZ,82.35,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,55,B,1.144
COOP181,403799,78976,TONY ROBERTS,BREAKFAST PIZZA BAGELS,96/3OZ,66.97,0.00,BAGELS,07/01/23,06/30/24,09-22-23-FN,334,B,0.698
COOP181,403800,78977,TONY ROBERTS,BREAKFAST PIZZA BAGELS IW,96/3OZ,71.81,0.00,BAGELS,07/01/23,06/30/24,09-22-23-FN,336,B,0.748
COOP181,403807,66256,TONY ROBERTS,WG 6 GARLIC CHEESE TOAST BULK,60/4.3OZ,69.53,0.00,FRZN BREAD,07/01/23,06/30/24,09-22-23-FN,335,C,1.159
COOP181,403820,90040,BUENA VISTA,WG CINNAMON CRUMBLE IW,72/4OZ,54.35,0.00,BAKERY,07/01/23,06/30/24,09-22-23-FN,77,A,0.755
COOP181,403829,364000,INTEGRATED,TWICE GRLLD 3CHS QUESADILLA IW,100/2.2OZ,76.63,0.00,HISPANIC,07/01/23,06/30/24,09-22-23-FN,139,D,0.766
COOP181,403833,78638,BIG DADDY'S,PRIMO PIZZA PEPPERONI 16 WG,9/41.5OZ,83.29,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,58,B,1.157
COOP181,403837,5768,JTM,WG RS MAC AND CHEESE LG ELBOW,6/5LB,79.83,0.00,CHEESE,07/01/23,06/30/24,09-22-23-FN,179,B,0.998
COOP181,403850,C80916,INTEGRATED,CMDY BFSAUS&CHS MINI BAGELS IW,72/2.65OZ,50.00,13.30,BAGELS,07/01/23,06/30/24,09-22-23-FN,137,W,0.694
COOP181,403852,2970000313,IDAHOAN FOODS,REAL MASHED POTATOES,12/26OZ,68.19,0.00,POTATOES,07/01/23,06/30/24,09-22-23-FN,136,B,2.131
COOP181,403855,110452,GOLD KIST,BREADED CHICKEN SMACKERS WG,108/4.3OZ,101.34,0.00,PROC CHIX,07/01/23,06/30/24,09-22-23-FN,135,B,0.938
COOP181,403859,10101,TASTY BRANDS,LUNCH KIT CHEESE PIZZA WG,48/5.25OZ,94.42,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,321,B,1.967
COOP181,403860,10206,TASTY BRANDS,LUNCH KIT TKY HAM & CHEESE,48/4.41OZ,96.76,0.00,BXD MEALS,07/01/23,06/30/24,09-22-23-FN,325,B,2.016
COOP181,403862,70014,TASTY BRANDS,SANDWICH ITALIAN COMBO WG IW,72/4.5OZ,100.26,0.00,SANDWICHES,07/01/23,06/30/24,09-22-23-FN,322,B,1.393
COOP181,403868,70016,TASTY BRANDS,SANDWICH TKY HAM & CHS WG IW,72/4.5OZ,101.26,0.00,SANDWICHES,07/01/23,06/30/24,09-22-23-FN,316,D,1.406
COOP181,403876,809040,INTEGRATED,THREE CHS CORN ENCHILADA BULK,120/2.05OZ,70.24,0.00,HISPANIC,07/01/23,06/30/24,09-22-23-FN,138,W,0.585
COOP181,403886,8-52724-15555-5,YANGS,CHICKEN MANDARIN JR,1/43.5LB,172.52,0.00,ASIAN,07/01/23,06/30/24,09-22-23-FN,394,C,0.899
COOP181,403892,90501,WILD MIKE'S,PIZZA WEDGE CHEESE WG IW,90/5.49OZ,112.80,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,388,C,1.175
COOP181,403895,10000032041,ADVANCE PIERRE,CRUMBLE BEEF SP BULK,6/5LB,237.17,0.00,PROC BEEF,07/01/23,06/30/24,09-22-23-FN,5,C,0.988
COOP181,403897,612620,JENNIE O,UNCURED TURKEY FRANK 5 8/1,4/5LB,90.11,0.00,HOT DOGS,07/01/23,06/30/24,09-22-23-FN,174,C,0.563
COOP181,403920,0111,CHEFS CORNER,MANDARIN ORANGE CHIX WG,1/42LB,199.42,0.00,ASIAN,07/01/23,06/30/24,09-22-23-FN,87,D,1.166
COOP181,403923,0127,CHEFS CORNER,MANDARIN MANGO CHICKEN WG,1/42LB,200.68,0.00,ASIAN,07/01/23,06/30/24,09-22-23-FN,86,W,1.174
COOP181,403948,63913,TONY'S,PIZZA BKFST TURK SAUSAGE WG IW,100/3.67OZ,69.83,0.00,PIZZA,07/01/23,06/30/24,09-22-23-FN,346,A,0.698
COOP181,403981,BCB500,MICHAEL B'S BESTWAY,BURR BEAN&CHS W/GRN CHILI IW,80/5.3OZ,100.62,0.00,BURRITOS,07/01/23,06/30/24,09-22-23-FN,256,W,1.29
